stock,Bearish,Neutral,Bullish,Total_Compound,date,assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed,realtimeEntitled,symbol.1,high52,low52,dividendAmount,dividendYield,dividendDate,peRatio.1,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,quickRatio,currentRatio,interestCoverage,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,epsTTM,epsChangePercentTTM,epsChangeYear,epsChange,revChangeYear,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare,shortIntToFloat,shortIntDayToCover,divGrowthRate3Year,dividendPayAmount,dividendPayDate,beta,vol1DayAvg,vol10DayAvg,vol3MonthAvg
WISH,0.013,0.477,0.51,0.703,6/8/21,EQUITY,EQUITY,21077C107,WISH,ContextLogic Inc. - Class A Common Stock,8.35,1100,Q,8.36,3900,Q,8.3537,1000,D,7.9,8.53,7.83, ,7.76,0.5937,15617845,1623160000000.0,1623160000000.0,8.3537,q,NASD,True,True,0.0518,4,32.8499,7.52,0.0,0.0,0.0,0.0,,Normal,8.3537,10,0.5937,1623160000000.0,7.6508,0.5937,7.6508,7.6508,True,False,,32.8499,7.52,0.0,0.0, ,,0.0,5.15665,0.0,0.0,0.0,56.60622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505000000.0,366.7221,4803.44,0.0,0.0,0.0,0.0,0.0, ,0.0,22280040.0,22280036.0,201216790.0
TLRY,0.037,0.866,0.097,0.098,6/8/21,EQUITY,EQUITY,88688T100,TLRY,"Tilray, Inc. - Class 2 Common Stock",20.28,700,Z,20.3,2100,Q,20.3,100,D,20.21,20.51,19.41, ,19.72,0.58,12355978,1623160000000.0,1623160000000.0,20.3,q,NASD,True,True,0.0524,4,67.0,4.41,0.0,0.0,0.0,0.0,,Normal,20.3,1,0.58,1623160000000.0,2.9412,0.58,2.9412,2.9412,True,False,,67.0,4.41,0.0,0.0, ,,0.0,16.31827,42.74283,0.0,13.22087,28.11895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6741,2.01405,0.0,36.36798,47.98892,57.15359,0.0,39.16053,0.0,0.0,0.0,5.28353,0.0,447371310.0,426.0338,8822.162,0.0,0.0,0.0,0.0,0.0, ,0.0,39271140.0,39271141.0,521062780.0
GO,0.005,0.895,0.1,0.229,6/8/21,EQUITY,EQUITY,39874R101,GO,Grocery Outlet Holding Corp. - Common Stock,33.8,100,U,33.87,300,V,33.85,200,D,33.54,33.89,33.43, ,33.48,0.37,101060,1623160000000.0,1623160000000.0,33.85,q,NASD,True,True,0.0794,4,48.87,31.81,0.0,27.5,0.0,0.0,,Normal,33.85,2,0.37,1623160000000.0,1.1051,0.37,1.1051,1.1051,True,False,,48.87,31.81,0.0,0.0, ,,0.084386,3.37247,1.02478,18.45914,30.96612,30.82226,3.61274,2.51068,3.65706,3.16918,13.03885,4.68937,5.10188,0.61598,1.85051,6.22094,32.17439,47.43694,47.43694,1.13826,348.5577,42.38331,0.0,0.0,15.22464,0.0,95707461.0,87.23803,3204.286,0.0,0.0,0.0,0.0,0.0, ,0.0,633470.0,633473.0,19160510.0
ON,0.041,0.594,0.366,0.574,6/8/21,EQUITY,EQUITY,682189105,ON,ON Semiconductor Corporation - Common Stock,37.47,300,Q,37.49,700,Q,37.48,400,D,38.34,38.49,37.385, ,37.97,-0.49,1317505,1623160000000.0,1623160000000.0,37.48,q,NASD,True,True,0.0199,4,44.59,18.05,0.0,46.6,0.0,0.0,,Normal,37.48,4,-0.49,1623160000000.0,-1.2905,-0.49,-1.2905,-1.2905,True,False,,44.59,18.05,0.0,0.0, ,,0.160285,4.39262,2.97016,16.92962,33.84077,35.17581,6.2358,6.09435,8.35348,8.497,9.87947,3.77149,4.68148,1.0937,1.84254,5.19091,47.81216,77.33359,92.12034,0.78838,300.4775,691.9062,0.0,0.0,0.91696,2.44762,427008100.0,420.7894,16213.5,17.09474,0.0,0.0,0.0,0.0, ,1.88473,4837630.0,4837626.0,130266420.0
AAPL,0.099,0.843,0.057,-0.209,6/8/21,EQUITY,EQUITY,37833100,AAPL,Apple Inc. - Common Stock,127.1,1400,K,127.11,300,Q,127.11,100,Q,126.6,128.46,126.4485, ,125.9,1.21,31524558,1623160000000.0,1623160000000.0,127.11,q,NASD,True,True,0.0144,4,145.09,81.83,0.0,28.2489,0.88,0.7,00:00.0,Normal,127.11,1,1.21,1623160000000.0,0.9611,1.21,0.9611,0.9611,True,False,,145.09,81.83,0.88,0.7,00:00.0,,0.710829,30.36812,6.45647,24.08599,39.88126,42.50647,23.45101,26.37748,27.32064,30.70079,103.4003,23.21042,33.53747,1.09269,1.14175,0.0,63.74756,157.047,175.8435,4.45645,39.744,118.6195,0.0,0.0,21.42876,0.0,16687631000.0,16676.66,2100973.0,0.0,0.0,0.0,0.0,0.22,00:00.0,1.20294,70698710.0,70698710.0,1928091900.0
GOEV,0.029,0.788,0.184,0.177,6/8/21,EQUITY,EQUITY,13803R102,GOEV,Canoo Inc.  - Class A Common Stock,10.46,300,Q,10.48,100,P,10.47,100,J,9.03,10.61,9.03, ,8.9,1.57,4983031,1623160000000.0,1623160000000.0,10.47,q,NASD,True,True,0.0687,4,24.9,6.51,0.0,0.0,0.0,0.0,,Normal,10.47,1,1.57,1623160000000.0,17.6405,1.57,17.6405,17.6405,True,False,,24.9,6.51,0.0,0.0, ,,0.0,3.46357,828.9268,0.0,73.72549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.04611,0.0,1.12488,1.13768,1.13768,0.0,0.0,81.92057,0.0,0.0,0.0,0.0,237501486.0,99.18905,2113.763,0.0,0.0,0.0,0.0,0.0, ,0.0,3178680.0,3178681.0,107552800.0
CLOV,0.1,0.744,0.157,0.098,6/9/21,EQUITY,EQUITY,18914F103,CLOV,"Clover Health Investments, Corp.  - Class A Common stock",19.1,300,K,19.12,200,P,19.1177,100,D,28.0,28.85,17.75, ,22.15,-3.0323,263723093,1623260000000.0,1623260000000.0,19.1177,q,NASD,True,True,0.0916,4,28.85,6.31,0.0,0.0,0.0,0.0,,Normal,19.1177,1,-3.0323,1623260000000.0,-13.6898,-3.0323,-13.6898,-13.6898,True,False,,24.93,6.31,0.0,0.0, ,,0.0,15.45119,45.12387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67822,0.0,7.20245,4.15105,7.81325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148279247.0,112.0982,9039.439,0.0,0.0,0.0,0.0,0.0, ,0.0,102859380.0,102859375.0,757130210.0
CLNE,0.054,0.777,0.169,0.222,6/9/21,EQUITY,EQUITY,184499101,CLNE,Clean Energy Fuels Corp. - Common Stock,11.51,300,P,11.52,1000,Q,11.51,100,D,13.805,14.5,11.15, ,9.9,1.61,78810604,1623260000000.0,1623260000000.0,11.51,q,NASD,True,True,0.0735,4,19.79,2.01,0.0,0.0,0.0,0.0,,Normal,11.51,1,1.61,1623260000000.0,16.2626,1.61,16.2626,16.2626,True,False,,19.79,2.01,0.0,0.0, ,,0.0,3.86331,6.99702,71.66282,35.34669,34.66549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91098,3.23167,0.0,14.77244,16.16143,17.63983,0.0,0.0,0.0,0.0,0.0,0.0,2.91497,199917559.0,145.7305,1979.184,0.0,0.0,0.0,0.0,0.0, ,1.82981,17164570.0,17164570.0,177169930.0
WISH,0.066,0.543,0.391,0.532,6/9/21,EQUITY,EQUITY,21077C107,WISH,ContextLogic Inc. - Class A Common Stock,10.91,1400,K,10.92,300,Q,10.91,1900,D,14.67,15.0,10.62, ,11.63,-0.72,218745371,1623260000000.0,1623260000000.0,10.91,q,NASD,True,True,0.0721,4,32.8499,7.52,0.0,0.0,0.0,0.0,,Normal,10.91,19,-0.72,1623260000000.0,-6.1909,-0.72,-6.1909,-6.1909,True,False,,32.8499,7.52,0.0,0.0, ,,0.0,7.72832,0.0,0.0,0.0,56.60622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505000000.0,366.7221,7198.97,0.0,0.0,0.0,0.0,0.0, ,0.0,42596080.0,42596084.0,274555830.0
TLRY,0.029,0.847,0.124,0.245,6/9/21,EQUITY,EQUITY,88688T100,TLRY,"Tilray, Inc. - Class 2 Common Stock",22.31,300,Q,22.32,100,Q,22.315,100,D,20.67,22.9,20.43, ,20.22,2.095,53017166,1623260000000.0,1623260000000.0,22.315,q,NASD,True,True,0.0344,4,67.0,4.41,0.0,0.0,0.0,0.0,,Normal,22.315,1,2.095,1623260000000.0,10.361,2.095,10.361,10.361,True,False,,67.0,4.41,0.0,0.0, ,,0.0,16.73202,43.82657,0.0,13.22087,28.11895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6741,2.01405,0.0,36.36798,47.98892,57.15359,0.0,39.16053,0.0,0.0,0.0,5.28353,0.0,447371310.0,426.0338,9045.848,0.0,0.0,0.0,0.0,0.0, ,0.0,40756360.0,40756359.0,525282930.0
WKHS,0.093,0.772,0.135,0.13,6/9/21,EQUITY,EQUITY,98138J206,WKHS,"Workhorse Group, Inc. - Common Stock",16.05,100,K,16.06,600,V,16.055,100,D,17.36,18.59,15.26, ,15.58,0.475,38217103,1623260000000.0,1623260000000.0,16.055,q,NASD,True,True,0.0706,4,42.96,2.96,0.0,0.0,0.0,0.0,,Normal,16.055,1,0.475,1623260000000.0,3.0488,0.475,3.0488,3.0488,True,False,,42.96,2.96,0.0,0.0, ,,0.0,6.96764,1049.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.88475,26.63235,0.0,39.79867,66.10929,66.10929,0.0,0.0,0.0,0.0,0.0,1792.098,0.0,123260319.0,112.6857,1920.396,0.0,0.0,0.0,0.0,0.0, ,2.61587,39524410.0,39524414.0,341435540.0
GO,0.063,0.869,0.068,0.041,6/9/21,EQUITY,EQUITY,39874R101,GO,Grocery Outlet Holding Corp. - Common Stock,33.99,100,K,34.0,300,P,33.995,100,P,33.94,34.11,33.7, ,34.0,-0.005,303579,1623260000000.0,1623260000000.0,33.995,q,NASD,True,True,0.0734,4,48.87,31.81,0.0,27.44,0.0,0.0,,Normal,33.995,1,-0.005,1623260000000.0,-0.0147,-0.005,-0.0147,-0.0147,True,False,,48.87,31.81,0.0,0.0, ,,0.085696,3.42485,1.0407,18.74584,30.96612,30.82226,3.61274,2.51068,3.65706,3.16918,13.03885,4.68937,5.10188,0.61598,1.85051,6.22094,32.17439,47.43694,47.43694,1.13826,348.5577,42.38331,0.0,0.0,15.22464,0.0,95707461.0,87.23803,3254.054,0.0,0.0,0.0,0.0,0.0, ,0.0,637300.0,637298.0,19048010.0
ON,0.0,0.878,0.122,0.195,6/9/21,EQUITY,EQUITY,682189105,ON,ON Semiconductor Corporation - Common Stock,37.49,400,Z,37.5,600,Z,37.5,100,D,37.8,37.84,37.21, ,37.59,-0.09,1334142,1623260000000.0,1623260000000.0,37.5,q,NASD,True,True,0.0308,4,44.59,18.05,0.0,46.3,0.0,0.0,,Normal,37.5,1,-0.09,1623260000000.0,-0.2394,-0.09,-0.2394,-0.2394,True,False,,44.59,18.05,0.0,0.0, ,,0.158681,4.34866,2.94043,16.76019,33.84077,35.17581,6.2358,6.09435,8.35348,8.497,9.87947,3.77149,4.68148,1.0937,1.84254,5.19091,47.81216,77.33359,92.12034,0.78838,300.4775,691.9062,0.0,0.0,0.91696,2.44762,427008100.0,420.7894,16051.23,17.09474,0.0,0.0,0.0,0.0, ,1.88525,4833950.0,4833952.0,127529760.0
AAPL,0.089,0.819,0.092,-0.039,6/9/21,EQUITY,EQUITY,37833100,AAPL,Apple Inc. - Common Stock,127.18,2300,Q,127.19,19200,K,127.1899,2000,D,127.21,127.75,126.52, ,126.74,0.4499,27570880,1623260000000.0,1623260000000.0,127.1899,q,NASD,True,True,0.0071,4,145.09,81.83,0.0,28.2512,0.88,0.69,00:00.0,Normal,127.1899,20,0.4499,1623260000000.0,0.355,0.4499,0.355,0.355,True,False,,145.09,81.83,0.88,0.69,00:00.0,,0.715572,30.57073,6.49954,24.24669,39.88126,42.50647,23.45101,26.37748,27.32064,30.70079,103.4003,23.21042,33.53747,1.09269,1.14175,0.0,63.74756,157.047,175.8435,4.45645,39.744,118.6195,0.0,0.0,21.42876,0.0,16687631000.0,16676.66,2114990.0,0.0,0.0,0.0,0.0,0.22,00:00.0,1.2025,71829790.0,71829793.0,1909717900.0
SOFI,0.075,0.815,0.109,0.15,6/9/21,EQUITY,EQUITY,83406F102,SOFI,"SoFi Technologies, Inc.  - Common Stock",23.31,1000,K,23.37,200,Q,23.37,100,K,24.25,24.46,23.01, ,23.89,-0.52,5419106,1623260000000.0,1623260000000.0,23.37,q,NASD,True,True,0.1177,4,28.26,10.1,0.0,0.0,0.0,0.0,,Normal,23.37,1,-0.52,1623260000000.0,-2.1766,-0.52,-2.1766,-2.1766,True,False,,28.26,10.1,0.0,0.0, ,,0.0,3.88958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15028,0.0,0.22843,0.0,0.22895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794692813.0,80.4,20670.22,0.0,0.0,0.0,0.0,0.0, ,0.0,8409390.0,5921378.0,85534910.0
COIN,0.025,0.678,0.296,0.699,6/9/21,EQUITY,EQUITY,19260Q107,COIN,"Coinbase Global, Inc. - Class A Common Stock",225.32,100,Q,225.55,500,K,225.435,100,D,222.795,226.185,217.4, ,220.66,4.775,4122853,1623260000000.0,1623260000000.0,225.435,q,NASD,True,True,0.0527,4,429.54,208.0,0.0,72.96,0.0,0.0,,Normal,225.435,1,4.775,1623260000000.0,2.164,4.775,2.164,2.164,True,False,,429.54,208.0,0.0,0.0, ,,0.038238,20.17208,15.94321,58.85004,88.0825,87.00436,36.76664,42.83259,47.01892,54.83907,0.0,0.0,0.0,0.0,1.1952,0.0,0.0,0.0,0.0,2.33753,2468.714,0.0,0.0,0.0,338.7314,207.8235,130700000.0,137.0169,46043.39,0.0,0.0,0.0,0.0,0.0, ,0.0,5149220.0,5149216.0,138493190.0
CLNE,0.069,0.766,0.165,0.191,6/10/21,EQUITY,EQUITY,184499101,CLNE,Clean Energy Fuels Corp. - Common Stock,11.15,700,Q,11.16,500,Q,11.1599,2000,D,12.59,12.67,10.67, ,13.02,-1.8601,35584347,1623340000000.0,1623340000000.0,11.1599,q,NASD,True,True,0.1184,4,19.79,2.01,0.0,0.0,0.0,0.0,,Normal,11.1599,20,-1.8601,1623340000000.0,-14.2865,-1.8601,-14.2865,-14.2865,True,False,,19.79,2.01,0.0,0.0, ,,0.0,5.08084,9.20214,94.24747,35.34669,34.66549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91098,3.23167,0.0,14.77244,16.16143,17.63983,0.0,0.0,0.0,0.0,0.0,0.0,2.91497,222753742.0,145.7305,2602.927,0.0,0.0,0.0,0.0,0.0, ,1.79384,32409740.0,32409738.0,226250480.0
CLOV,0.071,0.784,0.146,0.178,6/10/21,EQUITY,EQUITY,18914F103,CLOV,"Clover Health Investments, Corp.  - Class A Common stock",15.07,100,Q,15.08,500,P,15.073,1100,D,18.09,18.11,14.52, ,16.92,-1.847,96046965,1623340000000.0,1623340000000.0,15.073,q,NASD,True,True,0.0496,4,28.85,6.31,0.0,0.0,0.0,0.0,,Normal,15.073,11,-1.847,1623340000000.0,-10.9161,-1.847,-10.9161,-10.9161,True,False,,28.85,6.31,0.0,0.0, ,,0.0,11.80289,34.46934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67822,0.0,7.20245,4.15105,7.81325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148279247.0,112.0982,6905.07,0.0,0.0,0.0,0.0,0.0, ,0.0,139462580.0,139462577.0,876511010.0
WISH,0.028,0.522,0.449,0.57,6/10/21,EQUITY,EQUITY,21077C107,WISH,ContextLogic Inc. - Class A Common Stock,10.53,1000,N,10.54,1900,Q,10.5391,400,D,11.07,11.61,10.2, ,10.6,-0.0609,55300293,1623340000000.0,1623340000000.0,10.5391,q,NASD,True,True,0.0544,4,32.8499,7.52,0.0,0.0,0.0,0.0,,Normal,10.5391,4,-0.0609,1623340000000.0,-0.5745,-0.0609,-0.5745,-0.5745,True,False,,32.8499,7.52,0.0,0.0, ,,0.0,7.04387,0.0,0.0,0.0,56.60622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505000000.0,366.7221,6561.4,0.0,0.0,0.0,0.0,0.0, ,0.0,71578590.0,71578590.0,374624000.0
WKHS,0.04,0.801,0.158,0.215,6/10/21,EQUITY,EQUITY,98138J206,WKHS,"Workhorse Group, Inc. - Common Stock",15.25,400,V,15.26,400,Z,15.255,200,D,16.59,16.89,15.01, ,16.9,-1.645,14861527,1623340000000.0,1623340000000.0,15.255,q,NASD,True,True,0.0747,4,42.96,3.15,0.0,0.0,0.0,0.0,,Normal,15.255,2,-1.645,1623340000000.0,-9.7337,-1.645,-9.7337,-9.7337,True,False,,42.96,3.15,0.0,0.0, ,,0.0,7.55796,1138.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.88475,26.63235,0.0,39.79867,66.10929,66.10929,0.0,0.0,0.0,0.0,0.0,1792.098,0.0,123260319.0,112.6857,2083.099,0.0,0.0,0.0,0.0,0.0, ,2.59495,46447350.0,46447346.0,359904470.0
TLRY,0.132,0.732,0.136,0.169,6/10/21,EQUITY,EQUITY,88688T100,TLRY,"Tilray, Inc. - Class 2 Common Stock",20.27,600,Q,20.28,600,P,20.285,200,D,21.4,21.44,19.92, ,21.43,-1.145,19191609,1623340000000.0,1623340000000.0,20.28,q,NASD,True,True,0.0421,4,67.0,4.41,0.0,0.0,0.0,0.0,,Normal,20.285,2,-1.145,1623340000000.0,-5.343,-1.15,-5.3663,-5.343,True,False,,67.0,4.41,0.0,0.0, ,,0.0,17.73329,46.44923,0.0,13.22087,28.11895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6741,2.01405,0.0,36.36798,47.98892,57.15359,0.0,39.16053,0.0,0.0,0.0,5.28353,0.0,447371310.0,426.0338,9587.167,0.0,0.0,0.0,0.0,0.0, ,0.0,46018370.0,46018366.0,544716470.0
GO,0.173,0.604,0.223,-0.237,6/10/21,EQUITY,EQUITY,39874R101,GO,Grocery Outlet Holding Corp. - Common Stock,33.81,100,Q,33.85,700,P,33.825,100,Q,33.79,33.88,33.44, ,33.75,0.075,209026,1623340000000.0,1623340000000.0,33.825,q,NASD,True,True,0.0663,4,48.87,31.81,0.0,27.87,0.0,0.0,,Normal,33.825,1,0.075,1623340000000.0,0.2222,0.075,0.2222,0.2222,True,False,,48.87,31.81,0.0,0.0, ,,0.085066,3.39966,1.03305,18.60801,30.96612,30.82226,3.61274,2.51068,3.65706,3.16918,13.03885,4.68937,5.10188,0.61598,1.85051,6.22094,32.17439,47.43694,47.43694,1.13826,348.5577,42.38331,0.0,0.0,15.22464,0.0,95707461.0,87.23803,3230.127,0.0,0.0,0.0,0.0,0.0, ,0.0,643460.0,643462.0,19019170.0
AAPL,0.08,0.847,0.073,-0.059,6/10/21,EQUITY,EQUITY,37833100,AAPL,Apple Inc. - Common Stock,126.61,1300,Q,126.62,600,Z,126.6199,700,D,127.02,128.19,126.115, ,127.13,-0.5101,30862182,1623340000000.0,1623340000000.0,126.6199,q,NASD,True,True,0.0107,4,145.09,83.0025,0.0,28.4397,0.88,0.69,00:00.0,Normal,126.6199,7,-0.5101,1623340000000.0,-0.4012,-0.5101,-0.4012,-0.4012,True,False,,145.09,83.0025,0.88,0.69,00:00.0,,0.717774,30.66481,6.51954,24.3213,39.88126,42.50647,23.45101,26.37748,27.32064,30.70079,103.4003,23.21042,33.53747,1.09269,1.14175,0.0,63.74756,157.047,175.8435,4.45645,39.744,118.6195,0.0,0.0,21.42876,0.0,16687631000.0,16676.66,2121499.0,0.0,0.0,0.0,0.0,0.22,00:00.0,1.20217,70316640.0,70316638.0,1891362770.0
TSLA,0.173,0.766,0.061,-0.321,6/10/21,EQUITY,EQUITY,88160R101,TSLA,"Tesla, Inc.  - Common Stock",609.34,100,Q,609.59,100,P,609.42,100,D,603.88,615.61,600.5, ,598.78,10.64,11468565,1623340000000.0,1623340000000.0,609.42,q,NASD,True,True,0.0253,4,900.4,181.7,0.0,511.52,0.0,0.0,,Normal,609.42,1,10.64,1623340000000.0,1.7769,10.64,1.7769,1.7769,True,False,,900.4,181.7,0.0,0.0, ,,0.805992,25.05214,16.04961,158.1203,21.17696,21.32063,3.50028,4.46626,6.41347,5.71759,6.90898,2.78868,4.16474,1.38287,1.66062,5.66667,30.76662,39.3318,47.23465,0.99232,748.66,2304.104,0.0,0.0,38.11637,0.0,963330448.0,774.2253,576823.0,69.61395,0.0,0.0,0.0,0.0, ,1.99322,23846510.0,23846505.0,663617900.0
ON,0.056,0.791,0.153,0.154,6/10/21,EQUITY,EQUITY,682189105,ON,ON Semiconductor Corporation - Common Stock,37.75,700,Q,37.76,800,Q,37.755,100,V,37.28,38.255,37.215, ,37.24,0.515,2186248,1623340000000.0,1623340000000.0,37.755,q,NASD,True,True,0.0251,4,44.59,18.05,0.0,45.84,0.0,0.0,,Normal,37.755,1,0.515,1623340000000.0,1.3829,0.515,1.3829,1.3829,True,False,,44.59,18.05,0.0,0.0, ,,0.157203,4.30817,2.91305,16.60414,33.84077,35.17581,6.2358,6.09435,8.35348,8.497,9.87947,3.77149,4.68148,1.0937,1.84254,5.19091,47.81216,77.33359,92.12034,0.78838,300.4775,691.9062,0.0,0.0,0.91696,2.44762,427008100.0,420.7894,15901.78,17.09474,0.0,0.0,0.0,0.0, ,1.887,4752570.0,4752569.0,127389630.0
RIDE,0.075,0.811,0.113,0.216,6/10/21,EQUITY,EQUITY,54405Q100,RIDE,Lordstown Motors Corp. - Class A Common Stock Status Alert: Delinquent,10.73,200,Q,10.74,200,Z,10.755,100,D,10.7703,11.41,10.64, ,11.23,-0.475,5547605,1623340000000.0,1623340000000.0,10.74,q,NASD,True,True,0.095,4,31.8,6.69,0.0,0.0,0.0,0.0,,Normal,10.755,1,-0.475,1623340000000.0,-4.2297,-0.49,-4.3633,-4.2297,True,False,,31.8,6.69,0.0,0.0, ,,0.0,2.81949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14953,0.0,0.14411,0.14432,0.14432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176579376.0,111.0852,1982.986,0.0,0.0,0.0,0.0,0.0, ,0.0,19505450.0,19505453.0,251882350.0
CLNE,0.034,0.792,0.175,0.266,6/12/21,EQUITY,EQUITY,184499101,CLNE,Clean Energy Fuels Corp. - Common Stock,10.67,300,P,10.7,300,P,10.7,100,D,11.15,11.2365,10.59, ,10.8,-0.1,19070204,1623460000000.0,1623460000000.0,10.8,q,NASD,True,True,0.0655,4,19.79,2.01,0.0,0.0,0.0,0.0,,Normal,10.8,1808,0.0,1623440000000.0,-0.9259,0.0,0.0,0.0,True,False,,19.79,2.01,0.0,0.0, ,,0.0,4.21452,7.63311,78.17762,35.34669,34.66549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91098,3.23167,0.0,14.77244,16.16143,17.63983,0.0,0.0,0.0,0.0,0.0,0.0,2.91497,222753742.0,145.7305,2159.11,0.0,0.0,0.0,0.0,0.0, ,1.83718,39011870.0,39011875.0,247935110.0
CLOV,0.048,0.808,0.144,0.234,6/12/21,EQUITY,EQUITY,18914F103,CLOV,"Clover Health Investments, Corp.  - Class A Common stock",14.79,500,P,14.82,1600,P,14.82,100,D,14.6,16.26,13.43, ,15.03,-0.21,142806005,1623460000000.0,1623460000000.0,15.03,q,NASD,True,True,0.0484,4,28.85,6.31,0.0,0.0,0.0,0.0,,Normal,15.03,1702,0.0,1623440000000.0,-1.3972,0.0,0.0,0.0,True,False,,28.85,6.31,0.0,0.0, ,,0.0,10.48449,30.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67822,0.0,7.20245,4.15105,7.81325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148279247.0,112.0982,6133.759,0.0,0.0,0.0,0.0,0.0, ,0.0,165322810.0,165322806.0,970659010.0
WKHS,0.049,0.741,0.21,0.322,6/12/21,EQUITY,EQUITY,98138J206,WKHS,"Workhorse Group, Inc. - Common Stock",15.49,100,P,15.53,1400,P,15.53,0,P,15.51,16.16,14.61, ,15.53,0.0,23247542,1623460000000.0,1623460000000.0,15.53,q,NASD,True,True,0.046,4,42.96,3.4,0.0,0.0,0.0,0.0,,Normal,15.53,1101,0.0,1623440000000.0,0.0,0.0,0.0,0.0,True,False,,42.96,3.4,0.0,0.0, ,,0.0,6.94528,1046.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.88475,26.63235,0.0,39.79867,66.10929,66.10929,0.0,0.0,0.0,0.0,0.0,1792.098,0.0,123260319.0,112.6857,1914.233,0.0,0.0,0.0,0.0,0.0, ,2.64007,48962980.0,48962981.0,361633960.0
WISH,0.041,0.607,0.352,0.51,6/12/21,EQUITY,EQUITY,21077C107,WISH,ContextLogic Inc. - Class A Common Stock,10.01,1200,P,10.03,43200,P,10.01,200,P,10.81,10.9,9.71, ,10.0,0.01,86156370,1623460000000.0,1623460000000.0,10.0,q,NASD,True,True,0.0498,4,32.8499,7.52,0.0,0.0,0.0,0.0,,Normal,10.0,1398,0.0,1623440000000.0,0.1,0.0,0.0,0.0,True,False,,32.8499,7.52,0.0,0.0, ,,0.0,6.64516,0.0,0.0,0.0,56.60622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505000000.0,366.7221,6190.0,0.0,0.0,0.0,0.0,0.0, ,0.0,85997990.0,85997985.0,429802970.0
CRSR,0.055,0.747,0.197,0.22,6/12/21,EQUITY,EQUITY,22041X102,CRSR,"Corsair Gaming, Inc. - Common Stock",32.66,100,P,32.88,100,P,32.83,0,K,31.52,32.63,31.14, ,32.36,0.47,2225546,1623460000000.0,1623460000000.0,32.36,q,NASD,True,True,0.0597,4,51.37,14.09,0.0,19.4,0.0,0.0,,Normal,32.36,827,0.0,1623440000000.0,1.4524,0.0,0.0,0.0,True,False,,51.37,14.09,0.0,0.0, ,,0.001954,6.11009,1.55111,15.75421,28.44827,30.28405,7.73285,8.82542,11.03921,12.71009,0.0,0.0,0.0,0.95546,1.42537,13.60473,37.63027,60.33418,60.33418,1.54715,10704.12,3418.868,0.0,0.0,65.75438,0.0,92187443.0,88.38888,2983.186,0.0,0.0,0.0,0.0,0.0, ,0.0,2046940.0,2046941.0,27533530.0
